timestamps,open,high,low,close,volume
1716903000,138.0,138.0800018310547,137.94000244140625,138.07000732421875,61805
1716903060,138.14999389648438,138.23500061035156,138.1300048828125,138.1750030517578,4976
1716903120,138.12559509277344,138.3000030517578,138.10000610351562,138.23500061035156,7251
1716903180,138.23500061035156,138.3751983642578,138.21499633789062,138.3751983642578,4561
1716903240,138.34500122070312,138.4600067138672,138.2899932861328,138.4499969482422,7863
1716903300,138.41000366210938,138.5500030517578,138.39999389648438,138.5399932861328,5640
1716903360,138.49000549316406,138.5800018310547,138.15660095214844,138.21499633789062,6727
1716903420,138.22000122070312,138.22000122070312,138.0500030517578,138.0500030517578,3888
1716903480,138.00999450683594,138.22000122070312,138.0,138.1300048828125,13825
1716903540,138.10000610351562,138.10000610351562,137.69000244140625,137.8699951171875,20818
1716903600,137.86000061035156,137.92999267578125,137.6999969482422,137.6999969482422,6604
1716903660,137.75999450683594,137.93679809570312,137.75999450683594,137.9149932861328,3527
1716903720,137.90499877929688,138.17999267578125,137.90499877929688,138.17999267578125,7115
1716903780,138.2292938232422,138.35000610351562,138.1887969970703,138.28500366210938,8619
1716903840,138.35000610351562,138.58999633789062,138.35000610351562,138.5050048828125,5554
1716903900,138.5050048828125,138.5050048828125,138.2991943359375,138.38479614257812,5637
1716903960,138.39259338378906,138.58999633789062,138.39259338378906,138.58999633789062,6615
1716904020,138.58999633789062,138.66000366210938,138.58749389648438,138.66000366210938,7558
1716904080,138.69439697265625,138.72999572753906,138.6199951171875,138.6699981689453,3000
1716904140,138.6699981689453,138.74000549316406,138.57000732421875,138.74000549316406,7901
1716904200,138.74000549316406,139.0500030517578,138.74000549316406,139.0500030517578,8754
1716904260,139.0500030517578,139.05999755859375,138.9600067138672,139.05999755859375,8394
1716904320,139.0800018310547,139.1699981689453,139.0601043701172,139.16000366210938,7681
1716904380,139.17999267578125,139.2154998779297,139.05499267578125,139.05999755859375,3000
1716904440,139.05999755859375,139.10000610351562,138.93580627441406,138.93580627441406,9461
1716904500,138.94500732421875,139.02000427246094,138.75999450683594,138.75999450683594,6802
1716904560,138.85000610351562,138.85000610351562,138.6999969482422,138.77000427246094,3699
1716904620,138.77000427246094,138.86000061035156,138.77000427246094,138.82000732421875,2879
1716904680,138.7301025390625,138.95989990234375,138.7301025390625,138.95989990234375,4561
1716904740,138.9250030517578,138.9600067138672,138.74000549316406,138.885498046875,11347
1716904800,138.85000610351562,138.92999267578125,138.85000610351562,138.91439819335938,4161
1716904860,138.94000244140625,139.02000427246094,138.89999389648438,139.02000427246094,4464
1716904920,139.00999450683594,139.00999450683594,138.94000244140625,138.9499969482422,2338
1716904980,138.97999572753906,139.00999450683594,138.9499969482422,138.99000549316406,4461
1716905040,138.98500061035156,138.99920654296875,138.86549377441406,138.86549377441406,13085
1716905100,138.92999267578125,138.97000122070312,138.72000122070312,138.77999877929688,4583
1716905160,138.7799072265625,138.7799072265625,138.66940307617188,138.72999572753906,5872
1716905220,138.74000549316406,138.80999755859375,138.74000549316406,138.80999755859375,3352
1716905280,138.80999755859375,138.8300018310547,138.7100067138672,138.8249969482422,5188
1716905340,138.8300018310547,138.94000244140625,138.8300018310547,138.86000061035156,1984
1716905400,138.89999389648438,138.89999389648438,138.6300048828125,138.6699981689453,3476
1716905460,138.6300048828125,138.66000366210938,138.57000732421875,138.59500122070312,4419
1716905520,138.6199951171875,138.62660217285156,138.57000732421875,138.60000610351562,2382
1716905580,138.63999938964844,138.64500427246094,138.6199951171875,138.6300048828125,3442
1716905640,138.625,138.66000366210938,138.61000061035156,138.63999938964844,2949
1716905700,138.64999389648438,138.66000366210938,138.58999633789062,138.6199951171875,5899
1716905760,138.59500122070312,138.6699981689453,138.59500122070312,138.6699981689453,2359
1716905820,138.6699981689453,138.8000030517578,138.6699981689453,138.75,3789
1716905880,138.77999877929688,138.86500549316406,138.77999877929688,138.86500549316406,2026
1716905940,138.86500549316406,138.90589904785156,138.75999450683594,138.77999877929688,3903
1716906000,138.75,138.75,138.5850067138672,138.61000061035156,11507
1716906060,138.6300048828125,138.6300048828125,138.52999877929688,138.5749969482422,3566
1716906120,138.55999755859375,138.6649932861328,138.55999755859375,138.60499572753906,10017
1716906180,138.60000610351562,138.61000061035156,138.60000610351562,138.60000610351562,2334
1716906240,138.58999633789062,138.58999633789062,138.58999633789062,138.58999633789062,310
1716906300,138.58999633789062,138.58999633789062,138.52000427246094,138.52000427246094,4081
1716906360,138.52099609375,138.5500030517578,138.42100524902344,138.468994140625,3056
1716906420,138.44500732421875,138.46310424804688,138.38999938964844,138.42860412597656,3235
1716906480,138.39999389648438,138.44000244140625,138.39999389648438,138.40829467773438,3470
1716906540,138.40499877929688,138.43499755859375,138.36000061035156,138.36000061035156,4047
1716906600,138.35000610351562,138.36990356445312,138.260498046875,138.260498046875,4565
1716906660,138.3000030517578,138.3000030517578,138.27000427246094,138.2899932861328,2819
1716906720,138.27999877929688,138.35499572753906,138.22999572753906,138.22999572753906,4162
1716906780,138.19000244140625,138.19000244140625,138.14999389648438,138.17999267578125,4018
1716906840,138.15719604492188,138.2100067138672,138.13999938964844,138.19000244140625,7123
1716906900,138.2100067138672,138.25,138.1699981689453,138.1699981689453,4490
1716906960,138.1699981689453,138.19000244140625,138.16000366210938,138.16000366210938,1672
1716907020,138.1300048828125,138.13999938964844,138.1031951904297,138.10459899902344,1849
1716907080,138.11000061035156,138.16000366210938,138.07000732421875,138.08999633789062,4275
1716907140,138.0500030517578,138.07000732421875,138.0449981689453,138.05999755859375,2068
1716907200,138.0500030517578,138.1298065185547,138.0500030517578,138.1298065185547,4391
1716907260,138.1199951171875,138.1300048828125,138.0500030517578,138.0500030517578,2792
1716907320,138.0850067138672,138.11000061035156,138.0500030517578,138.10000610351562,810
1716907380,138.10000610351562,138.1300048828125,138.0850067138672,138.1199951171875,7736
1716907440,138.07000732421875,138.1300048828125,137.9499969482422,137.97230529785156,21422
1716907500,137.97999572753906,138.07000732421875,137.88999938964844,138.0574951171875,9441
1716907560,138.0449981689453,138.0800018310547,138.0,138.0,3879
1716907620,138.02999877929688,138.0399932861328,138.02499389648438,138.031005859375,1448
1716907680,138.02999877929688,138.05499267578125,137.98500061035156,138.0449981689453,6784
1716907740,138.07000732421875,138.1199951171875,138.0399932861328,138.0399932861328,3990
1716907800,138.0,138.0,137.99000549316406,137.99000549316406,1023
1716907860,137.9176025390625,137.9176025390625,137.9176025390625,137.9176025390625,4071
1716907920,137.88999938964844,138.0500030517578,137.88999938964844,138.0500030517578,24319
1716907980,138.1199951171875,138.1199951171875,138.02999877929688,138.02999877929688,3793
1716908040,138.00999450683594,138.00999450683594,137.95370483398438,137.95370483398438,1880
1716908100,137.92999267578125,137.9492950439453,137.9199981689453,137.93499755859375,3592
1716908160,137.94000244140625,137.94000244140625,137.89999389648438,137.90499877929688,2251
1716908220,137.94500732421875,137.94500732421875,137.67100524902344,137.75,23461
1716908280,137.7449951171875,137.7449951171875,137.61000061035156,137.6649932861328,13512
1716908340,137.66000366210938,137.66000366210938,137.61000061035156,137.63999938964844,3927
