timestamps,open,high,low,close,volume
1716211800,148.32000732421875,148.32000732421875,148.27999877929688,148.27999877929688,3654
1716211860,148.1300048828125,148.1300048828125,148.1300048828125,148.1300048828125,174
1716211920,148.16000366210938,148.60000610351562,148.0800018310547,148.3699951171875,69751
1716211980,148.3699951171875,148.41000366210938,148.14999389648438,148.14999389648438,3183
1716212040,148.2888946533203,148.3300018310547,148.17999267578125,148.1999969482422,2554
1716212100,148.2100067138672,148.47999572753906,148.19000244140625,148.47999572753906,8104
1716212160,148.4600067138672,148.5500030517578,147.8000030517578,147.91000366210938,21593
1716212220,147.9499969482422,148.3092041015625,147.91000366210938,148.3092041015625,4625
1716212280,148.28500366210938,148.39999389648438,148.27000427246094,148.27000427246094,1825
1716212340,148.25999450683594,148.25999450683594,148.10000610351562,148.1750030517578,1693
1716212400,148.24000549316406,148.36000061035156,148.16000366210938,148.2449951171875,4897
1716212460,148.33999633789062,148.36000061035156,148.25999450683594,148.2899932861328,6112
1716212520,148.32000732421875,148.47000122070312,148.2899932861328,148.30499267578125,4334
1716212580,148.22999572753906,148.3000030517578,148.2100067138672,148.27000427246094,1663
1716212640,148.2100067138672,148.2550048828125,148.00999450683594,148.02499389648438,5851
1716212700,148.0399932861328,148.0800018310547,147.99000549316406,148.07000732421875,4720
1716212760,147.97999572753906,148.24000549316406,147.9499969482422,148.24000549316406,5141
1716212820,148.33999633789062,148.33999633789062,148.14010620117188,148.22999572753906,7830
1716212880,148.29150390625,148.3636932373047,148.25,148.3636932373047,2057
1716212940,148.3249969482422,148.5,148.3249969482422,148.5,1633
1716213000,148.5,148.59939575195312,148.39999389648438,148.44500732421875,9571
1716213060,148.45289611816406,148.49000549316406,148.45289611816406,148.49000549316406,889
1716213120,148.5500030517578,148.60000610351562,148.5399932861328,148.60000610351562,2289
1716213180,148.69000244140625,148.7100067138672,148.63999938964844,148.6999969482422,876
1716213240,148.7100067138672,148.75999450683594,148.60000610351562,148.60769653320312,3478
1716213300,148.61000061035156,148.72999572753906,148.60499572753906,148.72999572753906,2107
1716213360,148.77999877929688,148.89999389648438,148.77999877929688,148.8300018310547,3341
1716213420,148.91000366210938,148.9600067138672,148.8300018310547,148.92999267578125,2467
1716213480,148.91000366210938,148.94000244140625,148.8603057861328,148.94000244140625,3614
1716213540,148.9499969482422,148.9499969482422,148.90969848632812,148.90969848632812,2649
1716213600,148.8988037109375,148.8988037109375,148.7899932861328,148.8300018310547,2727
1716213660,148.8350067138672,148.8350067138672,148.7449951171875,148.8000030517578,2122
1716213720,148.77999877929688,148.8603973388672,148.77999877929688,148.8524932861328,1899
1716213780,148.85000610351562,148.86000061035156,148.82000732421875,148.8300018310547,2847
1716213840,148.8946990966797,149.0,148.8946990966797,148.9311981201172,2224
1716213900,148.94000244140625,148.94000244140625,148.88999938964844,148.92999267578125,2509
1716213960,148.94000244140625,149.03030395507812,148.94000244140625,149.03030395507812,5100
1716214020,149.02999877929688,149.11000061035156,149.02330017089844,149.02330017089844,5517
1716214080,149.0800018310547,149.1510009765625,149.0800018310547,149.1510009765625,1578
1716214140,149.1486053466797,149.24000549316406,149.1486053466797,149.24000549316406,6489
