timestamps,open,high,low,close,volume
1623677400,127.81999969482422,127.9800033569336,127.56999969482422,127.62999725341797,1923112
1623677460,127.62999725341797,127.66000366210938,127.3499984741211,127.35970306396484,574204
1623677520,127.36000061035156,127.51000213623047,127.33000183105469,127.41500091552734,367062
1623677580,127.41000366210938,127.56500244140625,127.30999755859375,127.4800033569336,544078
1623677640,127.33999633789062,127.41000366210938,127.29000091552734,127.40499877929688,425787
1623677700,127.25,127.26139831542969,127.09500122070312,127.15499877929688,452592
1623677760,127.25,127.25,127.20999908447266,127.24500274658203,333198
1623677820,127.375,127.4800033569336,127.37000274658203,127.44989776611328,456613
1623677880,127.5802001953125,127.61499786376953,127.5801010131836,127.61499786376953,338021
1623677940,127.75,127.76000213623047,127.71499633789062,127.73500061035156,354469
1623678000,127.75,127.7699966430664,127.61229705810547,127.67500305175781,270973
1623678060,127.79499816894531,127.9489974975586,127.78500366210938,127.94000244140625,361975
1623678120,128.0,128.14999389648438,128.0,128.10009765625,690042
1623678180,128.17999267578125,128.19000244140625,128.13999938964844,128.18499755859375,448360
1623678240,128.25,128.34739685058594,128.22000122070312,128.33990478515625,448179
1623678300,128.33999633789062,128.5,128.33999633789062,128.4949951171875,506602
1623678360,128.5,128.6999969482422,128.5,128.67999267578125,713506
1623678420,128.67999267578125,128.82000732421875,128.6199951171875,128.80380249023438,501227
1623678480,128.83999633789062,128.9499969482422,128.83999633789062,128.89300537109375,414401
1623678540,128.89500427246094,128.97999572753906,128.86500549316406,128.97000122070312,350245
1623678600,129.0,129.0,128.8300018310547,128.88999938964844,850258
1623678660,129.0,129.0,128.85020446777344,128.86000061035156,433164
1623678720,128.77000427246094,128.77000427246094,128.7100067138672,128.72999572753906,536887
1623678780,128.83999633789062,128.85000610351562,128.69000244140625,128.69000244140625,331058
1623678840,128.75,128.8300018310547,128.75,128.8011932373047,320896
1623678900,128.781494140625,128.82989501953125,128.6811065673828,128.69500732421875,243099
1623678960,128.75,128.80999755859375,128.7263946533203,128.8000030517578,269336
1623679020,129.0,129.30999755859375,129.0,129.30999755859375,819658
1623679080,129.125,129.13999938964844,129.1199951171875,129.13009643554688,392812
1623679140,129.17999267578125,129.23500061035156,129.1199951171875,129.1199951171875,316534
1623679200,129.1199951171875,129.1699981689453,129.00999450683594,129.0399932861328,315212
1623679260,129.03500366210938,129.10000610351562,128.94329833984375,128.9709014892578,306557
1623679320,128.9600067138672,128.96859741210938,128.75,128.77999877929688,266287
1623679380,128.7783966064453,128.8000030517578,128.6999969482422,128.77499389648438,279568
1623679440,128.77000427246094,128.77999877929688,128.66000366210938,128.72999572753906,238691
1623679500,128.72999572753906,128.77000427246094,128.50999450683594,128.52000427246094,297897
1623679560,128.52000427246094,128.5500030517578,128.47000122070312,128.50999450683594,232181
1623679620,128.51499938964844,128.62759399414062,128.47999572753906,128.5500030517578,256950
1623679680,128.57000732421875,128.66700744628906,128.5500030517578,128.61000061035156,191234
1623679740,128.61000061035156,128.64999389648438,128.5800018310547,128.61090087890625,193347
1623679800,128.61500549316406,128.63999938964844,128.52999877929688,128.58999633789062,168600
1623679860,128.58009338378906,128.7100067138672,128.5601043701172,128.64999389648438,196280
1623679920,128.64999389648438,128.6999969482422,128.5500030517578,128.61000061035156,173275
1623679980,128.61000061035156,128.74000549316406,128.51010131835938,128.72900390625,191386
1623680040,128.72999572753906,128.7799072265625,128.67999267578125,128.7299041748047,213122
1623680100,128.72000122070312,128.8000030517578,128.6999969482422,128.7998046875,183043
1623680160,128.8000030517578,128.8699951171875,128.75999450683594,128.85000610351562,259065
1623680220,128.85000610351562,128.8800048828125,128.8000030517578,128.8509063720703,174858
1623680280,128.85000610351562,128.9499969482422,128.8300018310547,128.86000061035156,244813
1623680340,128.86990356445312,128.88999938964844,128.82000732421875,128.84500122070312,186262
1623680400,128.85499572753906,128.91000366210938,128.81500244140625,128.8699951171875,174453
1623680460,128.8699951171875,128.92999267578125,128.80999755859375,128.8800048828125,181876
1623680520,128.8699951171875,128.9799041748047,128.8300018310547,128.97500610351562,221223
1623680580,128.97500610351562,129.02999877929688,128.95419311523438,128.97500610351562,270806
1623680640,128.97500610351562,129.11000061035156,128.9510040283203,129.08999633789062,298040
1623680700,129.08999633789062,129.11000061035156,129.0500030517578,129.10000610351562,245436
1623680760,129.09860229492188,129.1199951171875,129.0399932861328,129.0428924560547,183361
1623680820,129.0399932861328,129.08999633789062,129.0,129.08349609375,135262
1623680880,129.0850067138672,129.125,129.0850067138672,129.1116943359375,182072
1623680940,129.1199951171875,129.15989685058594,129.08999633789062,129.14410400390625,232596
1623681000,129.14500427246094,129.14990234375,129.03500366210938,129.1082000732422,203658
1623681060,129.10079956054688,129.1999969482422,129.10079956054688,129.18499755859375,228034
1623681120,129.181396484375,129.2100067138672,129.13999938964844,129.1699981689453,174375
1623681180,129.1699981689453,129.1750030517578,128.97999572753906,128.99000549316406,241297
1623681240,128.98899841308594,128.99169921875,128.9199981689453,128.9398956298828,153002
1623681300,128.94000244140625,128.94500732421875,128.85000610351562,128.8699951171875,182722
1623681360,128.8800048828125,128.89999389648438,128.8000030517578,128.81500244140625,207871
1623681420,128.81210327148438,128.92999267578125,128.75,128.9149932861328,230175
1623681480,128.91000366210938,128.94000244140625,128.8699951171875,128.90109252929688,108423
1623681540,128.9073944091797,129.0749969482422,128.88999938964844,129.07000732421875,225848
1623681600,129.0699005126953,129.14999389648438,129.05499267578125,129.11399841308594,174057
1623681660,129.11000061035156,129.13999938964844,129.05999755859375,129.06500244140625,133527
1623681720,129.06500244140625,129.08900451660156,129.03500366210938,129.0749969482422,172699
1623681780,129.0749969482422,129.1699981689453,129.07009887695312,129.1300048828125,179459
1623681840,129.139892578125,129.17999267578125,129.1199951171875,129.17210388183594,162723
1623681900,129.17999267578125,129.1898956298828,129.14999389648438,129.15499877929688,153534
1623681960,129.1558074951172,129.25999450683594,129.13999938964844,129.2550048828125,329404
1623682020,129.2550048828125,129.32000732421875,129.2449951171875,129.25750732421875,241887
1623682080,129.2550048828125,129.2899932861328,129.22889709472656,129.27999877929688,97769
1623682140,129.32009887695312,129.35499572753906,129.32009887695312,129.34500122070312,273975
1623682200,129.34019470214844,129.41839599609375,129.30999755859375,129.41839599609375,239549
1623682260,129.4199981689453,129.49000549316406,129.41000366210938,129.47999572753906,231887
1623682320,129.48500061035156,129.5500030517578,129.47500610351562,129.5469970703125,352846
1623682380,129.5399932861328,129.5749969482422,129.50999450683594,129.5229034423828,244741
1623682440,129.52000427246094,129.58999633789062,129.5092010498047,129.5601043701172,247118
1623682500,129.5601043701172,129.60000610351562,129.4149932861328,129.44500732421875,389757
1623682560,129.44500732421875,129.46499633789062,129.36000061035156,129.3699951171875,187870
1623682620,129.3800048828125,129.4600067138672,129.375,129.4550018310547,133108
1623682680,129.4600067138672,129.5399932861328,129.4600067138672,129.53500366210938,168351
1623682740,129.53729248046875,129.60000610351562,129.52999877929688,129.5800018310547,232983
1623682800,129.57240295410156,129.72000122070312,129.57240295410156,129.7169952392578,346733
1623682860,129.72000122070312,129.72999572753906,129.58999633789062,129.60000610351562,243713
1623682920,129.58999633789062,129.58999633789062,129.5,129.5399932861328,262016
